,id,name,gu,dong,address,lat,lng,note
19,A00651,학동공원화장실,강남구,논현,대한민국 서울특별시 강남구 논현1동,37.51549491339436,127.02522151958668,공중
20,A00643,개포공원화장실,강남구,개포,대한민국 서울특별시 강남구 개포2동,37.48279697419277,127.06615753284314,공중
21,A00645,도곡공원화장실,강남구,도곡,대한민국 서울특별시 강남구 도곡동,37.48965828698371,127.04414505518518,공중
22,A00641,학여울공원화장실,강남구,개포,대한민국 서울특별시 강남구,37.49078480437665,127.06929212461114,공중
23,A00647,한솔공원화장실,강남구,일원,대한민국 서울특별시 강남구 광평로10길,37.480993149773205,127.07809837956202,공중
24,A00633,도산공원화장실,강남구,압구,대한민국 서울특별시 강남구 압구정동,37.52439552214945,127.03513323155026,공중
25,A00635,역삼공원(위)화장실,강남구,역삼,대한민국 서울특별시 강남구,37.502256947898296,127.02999280044806,공중
26,A00661,대모산자연공원2화장실,강남구,일원,대한민국 서울특별시 강남구 일원본동,37.47970792408086,127.0812932974442,공중
27,A00637,늘푸른공원화장실,강남구,일원,대한민국 서울특별시 강남구,37.48997508728198,127.07747481897589,공중
28,A00639,늘벗공원화장실,강남구,대치,대한민국 서울특별시 강남구 대치1동,37.48957734843175,127.05717259800704,공중
29,A00655,일원장미공원화장실,강남구,일원,대한민국 서울특별시 강남구 광평로10길,37.48072478354563,127.08077772072411,공중
30,A01208,삼보주유소화장실,강남구,삼성,대한민국 서울특별시 강남구 봉은사로,37.51153830966991,127.0470485845493,개방
31,A01200,은마주유소화장실,강남구,대치,대한민국 서울특별시 강남구 영동대로,37.49998945086792,127.06725024794574,개방
32,A01206,오일플러스주유소화장실,강남구,도곡,대한민국 서울특별시 강남구 남부순환로,37.485664097806655,127.0399191255201,개방
33,A01184,논현주유소화장실,강남구,논현,대한민국 서울특별시 강남구,37.51857091702262,127.02825095839154,개방
34,A01202,진달래주유소화장실,강남구,도곡,대한민국 서울특별시 강남구 도곡동,37.49220053575917,127.04193080224276,개방
35,A01204,한국주유소화장실,강남구,도곡,대한민국 서울특별시 강남구 도곡로,37.49102413620989,127.03768112219416,개방
36,A01196,미래주유소화장실,강남구,삼성,대한민국 서울특별시 강남구 삼성로,37.50574530488113,127.05771729330598,개방
37,A01192,동우주유소화장실,강남구,논현,대한민국 서울특별시 강남구 봉은사로,37.509887064645184,127.04099413807022,개방
38,A01188,뉴서울주유소화장실,강남구,논현,대한민국 서울특별시 강남구 논현2동,37.51771657997213,127.03573576511262,개방
39,A01176,신사주유소화장실,강남구,논현,대한민국 서울특별시 강남구 논현1동,37.51772341260822,127.02421604402046,개방
40,A00962,오천주유소화장실,강남구,삼성,대한민국 서울특별시 강남구 봉은사로,37.51346715960584,127.0538240668766,개방
41,A01190,성원주유소화장실,강남구,논현,대한민국 서울특별시 강남구 봉은사로,37.50511705569052,127.02540673256236,개방
42,A01198,대치주유소화장실,강남구,대치,대한민국 서울특별시 강남구 영동대로,37.50615249377795,127.06357838415036,개방
43,A01174,남부주유소화장실,강남구,개포,대한민국 서울특별시 강남구 개포1동,37.48281925329178,127.06068331007,개방
44,A01186,논현동주유소화장실,강남구,논현,대한민국 서울특별시 강남구 학동로,37.515303457179606,127.03408318378678,개방
45,A01194,센트럴주유소화장실,강남구,삼성,대한민국 서울특별시 강남구,37.501480908780096,127.05907193203488,개방
46,A01141,수서공영주차장무인자동화장실,강남구,수서,대한민국 서울특별시 강남구 광평로,37.48731876439504,127.10084104401447,공중
47,A01038,말죽거리주유소화장실,강남구,개포,대한민국 서울특별시 강남구 남부순환로,37.48517917905261,127.04069030215751,개방
48,A01748,선진주유소화장실,강남구,역삼,대한민국 서울특별시 강남구 역삼로,37.496391020365735,127.03964959423143,개방
49,A01739,한양주유소화장실,강남구,신사,대한민국 서울특별시 강남구 압구정로,37.52879915492732,127.034171269767,개방
50,A01753,방죽주유소화장실,강남구,세곡,대한민국 서울특별시 강남구,37.474967940789206,127.10694817236482,개방
51,A01735,새서울주유소화장실,강남구,신사,대한민국 서울특별시 강남구 논현로175길,37.52577537051271,127.02657486481915,개방
52,A01733,카젠주유소화장실,강남구,논현,대한민국 서울특별시 강남구 도산대로,37.519490451986734,127.02634891235304,개방
53,A01737,압구정주유소화장실,강남구,신사,대한민국 서울특별시 강남구 압구정로,37.52535163614907,127.03372353102104,개방
54,A01760,대청주유소화장실,강남구,개포,대한민국 서울특별시 강남구 개포로,37.49488581788867,127.08428362217734,개방
55,A01741,강남그린주유소화장실,강남구,역삼,대한민국 서울특별시 강남구,37.5078015552939,127.036472911496,개방
56,A01750,매봉주유소화장실,강남구,역삼,대한민국 서울특별시 강남구 역삼2동,37.49485605818192,127.0458750661336,개방
57,A01763,일원주유소화장실,강남구,일원,대한민국 서울특별시 강남구 양재대로55길,37.49103010771646,127.08785635661782,개방
58,A01913,금성주유소화장실,강남구,삼성,대한민국 서울특별시 강남구 테헤란로,37.5098957355322,127.06511737621987,개방
